"G6B15","What is the main reason to use keyed connectors instead of non-keyed types?","","Reduced chance of incorrect mating","Prevention of use by unauthorized persons","Higher current carrying capacity","All of these choices are correct"
"G6B16","Which of the following describes a type N connector?","","A moisture-resistant RF connector useful to 10 GHz","A small bayonet connector used for data circuits","A threaded connector used for hydraulic systems ","An audio connector used in surround-sound installations"
"G6B17","What is the general description of a DIN type connector?","","A family of multiple circuit connectors suitable for audio and control signals","A special connector for microwave interfacing","A DC power connector rated for currents between 30 and 50 amperes","A special watertight connector for use in marine applications"
"G6B18","What is a type SMA connector?","","A small threaded connector suitable for signals up to several GHz","A large bayonet connector usable at power levels in excess of 1 KW","A connector designed for serial multiple access signals","A type of push-on connector intended for high voltage applications"
"G7A01","What useful feature does a power supply bleeder resistor provide?","","It ensures that the filter capacitors are discharged when power is removed","It acts as a fuse for excess voltage","It removes shock hazards from the induction coils","It eliminates ground loop current"
"G7A02","Which of the following components are used in a power supply filter network?","","Capacitors and inductors","Diodes","Transformers and transducers","Quartz crystals"
"G7A03","What is the peak-inverse-voltage across the rectifiers in a full-wave bridge power supply?","","Equal to the normal peak output voltage of the power supply","One-quarter the normal output voltage of the power supply","Half the normal output voltage of the power supply","Double the normal peak output voltage of the power supply"
"G7A04","What is the peak-inverse-voltage across the rectifier in a half-wave power supply?","","Two times the normal peak output voltage of the power supply","One-half the normal peak output voltage of the power supply","One-half the normal output voltage of the power supply","Equal to the normal output voltage of the power supply"
"G7A05","What portion of the AC cycle is converted to DC by a half-wave rectifier?","","180 degrees","90 degrees","270 degrees","360 degrees"
"G7A06","What portion of the AC cycle is converted to DC by a full-wave rectifier?","","360 degrees","90 degrees","180 degrees","270 degrees"
"G7A07","What is the output waveform of an unfiltered full-wave rectifier connected to a resistive load?","","A series of DC pulses at twice the frequency of the AC input","A series of DC pulses at the same frequency as the AC input","A sine wave at half the frequency of the AC input","A steady DC voltage"
"G7A07","What is the output waveform of an unfiltered full-wave rectifier connected to a resistive load?","","A series of DC pulses at twice the frequency of the AC input","A series of DC pulses at the same frequency as the AC input","A sine wave at half the frequency of the AC input","A steady DC voltage","Faster switching time makes higher output voltage possible","Fewer circuit components are required","High frequency operation allows the use of smaller components","All of these choices are correct"
"G7A09","Which symbol in figure G7-1 represents a field effect transistor?","G7-1","Symbol 1","Symbol 2","Symbol 5","Symbol 4"
"G7A10","Which symbol in figure G7-1 represents a Zener diode?","G7-1","Symbol 5","Symbol 4","Symbol 1","Symbol 11"
"G7A11","Which symbol in figure G7-1 represents an NPN junction transistor?","G7-1","Symbol 2","Symbol 1","Symbol 7","Symbol 11"
"G7A12","Which symbol in Figure G7-1 represents a multiple-winding transformer?","G7-1","Symbol 6","Symbol 4","Symbol 7","Symbol 1 "
"G7A13","Which symbol in Figure G7-1 represents a tapped inductor?","G7-1","Symbol 7","Symbol 11","Symbol 6","Symbol 1"
"G7B01","Complex digital circuitry can often be replaced by what type of integrated circuit?","","Microcontroller","plex digital circuitry can often be replaced by what type of integrated circuit?","Charge-coupled device","Phase detector","Window comparator"
"G7B02","Which of the following is an advantage of using the binary system when processing digital signals?","","Binary "ones" and "zeros" are easy to represent by an "on" or "off" state","The binary number system is most accurate","Binary numbers are more compatible with analog circuitry","All of these choices are correct"
"G7B03","Which of the following describes the function of a two input AND gate?","","Output is high only when both inputs are high","Output is high when either or both inputs are low","Output is low when either or both inputs are high","Output is low only when both inputs are high"
"G7B04","Which of the following describes the function of a two input NOR gate?","","Output is low when either or both inputs are high","Output is high when either or both inputs are low","Output is high only when both inputs are high","Output is low only when both inputs are high"
"G7B05","How many states does a 3-bit binary counter have?","","8","3","6","16"
"G7B06","What is a shift register?","","A clocked array of circuits that passes data in steps along the array","An array of operational amplifiers used for tri-state arithmetic operations","A digital mixer","An analog mixer"
"G7B07","What are the basic components of virtually all sine wave oscillators?","","A filter and an amplifier operating in a feedback loop ","An amplifier and a divider","A frequency multiplier and a mixer","A circulator and a filter operating in a feed-forward loop"
"G7B08","How is the efficiency of an RF power amplifier determined?","","Divide the RF output power by the DC input power","Divide the DC input power by the DC output power","Multiply the RF input power by the reciprocal of the RF output power","Add the RF input power to the DC output power"
"G7B09","What determines the frequency of an LC oscillator?","","The inductance and capacitance in the tank circuit","The number of stages in the counter","The number of stages in the divider","The time delay of the lag circuit "
"G7B10","Which of the following is a characteristic of a Class A amplifier?","","Low distortion","Low standby power","High Efficiency","No need for bias"
"G7B11","For which of the following modes is a Class C power stage appropriate for amplifying a modulated signal?","","CW","SSB","AM","All of these choices are correct "
"G7B12","Which of these classes of amplifiers has the highest efficiency?","","Class C","Class A","Class B","Class AB"
"G7B13","What is the reason for neutralizing the final amplifier stage of a transmitter?","","To eliminate self-oscillations","To limit the modulation index","To cut off the final amplifier during standby periods","To keep the carrier on frequency"
"G7B14","Which of the following describes a linear amplifier?","","An amplifier in which the output preserves the input waveform","Any RF power amplifier used in conjunction with an amateur transceiver","A Class C high efficiency amplifier","An amplifier used as a frequency multiplier"
"G7C01","Which of the following is used to process signals from the balanced modulator then send them to the mixer in some single sideband phone transmitters?","","Filter ","Carrier oscillator ","IF amplifier ","RF amplifier "
"G7C02","Which circuit is used to combine signals from the carrier oscillator and speech amplifier then send the result to the filter in some single sideband phone transmitters?","","Balanced modulator","Discriminator","Detector","IF amplifier"
"G7C03","What circuit is used to process signals from the RF amplifier and local oscillator then send the result to the IF filter in a superheterodyne receiver?","","Mixer","Balanced modulator","IF amplifier","Detector"
"G7C04","What circuit is used to combine signals from the IF amplifier and BFO and send the result to the AF amplifier in some single sideband receivers?","","Product detector	","RF oscillator","IF filter","Balanced modulator"
"G7C05","Which of the following is an advantage of a transceiver controlled by a direct digital synthesizer (DDS)?","","Variable frequency with the stability of a crystal oscillator","Wide tuning range and no need for band switching","Relatively high power output","Relatively low power consumption"
"G7C06","What should be the impedance of a low-pass filter as compared to the impedance of the transmission line into which it is inserted? ","","About the same","Substantially higher","Substantially lower","Twice the transmission line impedance"
"G7C07","What is the simplest combination of stages that implement a superheterodyne receiver?","","HF oscillator, mixer, detector","RF amplifier, detector, audio amplifier","RF amplifier, mixer, IF discriminator","HF oscillator, prescaler, audio amplifier"
"G7C08","What type of circuit is used in many FM receivers to convert signals coming from the IF amplifier to audio?","","Discriminator","Product detector","Phase inverter","Mixer"
"G7C09","Which of the following is needed for a Digital Signal Processor IF filter?","","All of the these choices are correct","An analog to digital converter","A digital to analog converter","A digital processor chip"
"G7C10","How is Digital Signal Processor filtering accomplished?","","By converting the signal from analog to digital and using digital processing","By using direct signal phasing","By differential spurious phasing","By converting the signal from digital to analog and taking the difference of mixing products"
"G7C11","What is meant by the term "software defined radio" (SDR)?","","A radio in which most major signal processing functions are performed by software","A radio that provides computer interface for automatic logging of band and frequency","A radio that uses crystal filters designed using software","A computer model that can simulate performance of a radio to aid in the design process"
"G8A01","How is an FSK signal generated?","","By changing an oscillator’s frequency directly with a digital control signal","By keying an FM transmitter with a sub-audible tone","By using a transceiver’s computer data interface protocol to change frequencies","By reconfiguring the CW keying input to act as a tone generator"
"G8A02","What is the name of the process that changes the phase angle of an RF wave to convey information?","","Phase modulation","Phase convolution","Angle convolution","Radian inversion"
"G8A03","What is the name of the process that changes the instantaneous frequency of an RF wave to convey information?","","Frequency modulation","Frequency convolution","Frequency transformation","Frequency conversion"
"G8A04","What emission is produced by a reactance modulator connected to a transmitter RF amplifier stage?","","Phase modulation","Multiplex modulation","Amplitude modulation","Pulse modulation"
"G8A05","What type of modulation varies the instantaneous power level of the RF signal?","","Amplitude modulation","Frequency shift keying","Phase modulation","Frequency modulation"
"G8A06","What is one advantage of carrier suppression in a single sideband phone transmission versus full carrier amplitude modulation?","","Available transmitter power can be used more effectively","Audio fidelity is improved","Greater modulation percentage is obtainable with lower distortion","Simpler receiving equipment can be used"
"G8A07","Which of the following phone emissions uses the narrowest bandwidth?","","Single sideband","Double sideband","Phase modulation","Frequency modulation"
"G8A08","Which of the following is an effect of overmodulation?","","Excessive bandwidth","Insufficient audio","Insufficient bandwidth","Frequency drift"
"G8A09","What control is typically adjusted for proper ALC setting on an amateur single sideband transceiver?","","Transmit audio or microphone gain","The RF clipping level","Antenna inductance or capacitance","Attenuator level"
"G8A10","What is meant by the term flat-topping when referring to a single sideband phone transmission?","","Signal distortion caused by excessive drive","Signal distortion caused by insufficient collector current","The transmitter's automatic level control (ALC) is properly adjusted","The transmitter's carrier is properly suppressed"
"G8A11","What is the modulation envelope of an AM signal? ","","The waveform created by connecting the peak values of the modulated signal","The carrier frequency that contains the signal ","Spurious signals that envelop nearby frequencies ","The bandwidth of the modulated signal"
"G8B01","What receiver stage combines a 14.250 MHz input signal with a 13.795 MHz oscillator signal to produce a 455 kHz intermediate frequency (IF) signal?","","Mixer","BFO","VFO","Discriminator"
"G8B02","If a receiver mixes a 13.800 MHz VFO with a 14.255 MHz received signal to produce a 455 kHz intermediate frequency (IF) signal, what type of interference will a 13.345 MHz signal produce in the receiver?","","Image response","Quadrature noise","Mixer interference ","Intermediate interference"
"G8B03","What is another term for the mixing of two RF signals?","","Heterodyning","Synthesizing","Cancellation","Phase inverting"
"G8B04","What is the stage in a VHF FM transmitter that generates a harmonic of a lower frequency signal to reach the desired operating frequency?","","Multiplier","Mixer","Reactance modulator","Pre-emphasis network"
"G8B05","What is the approximate bandwidth of a PACTOR3 signal at maximum data rate?","","2300 Hz","31.5 Hz","500 Hz","1800 Hz"
"G8B06","What is the total bandwidth of an FM phone transmission having 5 kHz deviation and 3 kHz modulating frequency?","","16 kHz","3 kHz","5 kHz","8 kHz"
"G8B07","What is the frequency deviation for a 12.21 MHz reactance modulated oscillator in a 5 kHz deviation, 146.52 MHz FM phone transmitter?","","416.7 Hz","101.75 Hz","5 kHz","60 kHz"
"G8B08","Why is it important to know the duty cycle of the mode you are using when transmitting?","","Some modes have high duty cycles which could exceed the transmitter's average power rating.","To aid in tuning your transmitter","To allow time for the other station to break in during a transmission","All of these choices are correct"
"G8B09","Why is it good to match receiver bandwidth to the bandwidth of the operating mode?","","It results in the best signal to noise ratio","It is required by FCC rules","It minimizes power consumption in the receiver","It improves impedance matching of the antenna"
"G8B10","What is the relationship between transmitted symbol rate and bandwidth?","","Higher symbol rates require wider bandwidth","Symbol rate and bandwidth are not related","Lower symbol rates require wider bandwidth","Bandwidth is always half the symbol rate"
"G8C01","Which of the following digital modes is designed to operate at extremely low signal strength on the HF bands? ","","JT9 and JT65","FSK441 and Hellschreiber","Clover","RTTY"
"G8C01","Which of the following digital modes is designed to operate at extremely low signal strength on the HF bands? ","","JT9 and JT65","FSK441 and Hellschreiber","Clover","RTTY","The number varies","5","7","8"
"G8C03","What part of a data packet contains the routing and handling information?","","Header","Directory","Preamble","Footer"
"G8C04","Which of the following describes Baudot code?","","A 5-bit code with additional start and stop bits","A 7-bit code with start, stop and parity bits","A code using error detection and correction ","A code using SELCAL and LISTEN"
"G8C05","In the PACTOR protocol, what is meant by an NAK response to a transmitted packet?","","The receiver is requesting the packet be retransmitted","The receiver is reporting the packet was received without error","The receiver is busy decoding the packet","The entire file has been received correctly"
"G8C06","What action results from a failure to exchange information due to excessive transmission attempts when using PACTOR or WINMOR? ","","The connection is dropped","The checksum overflows","Packets will be routed incorrectly","Encoding reverts to the default character set"
"G8C07","How does the receiving station respond to an ARQ data mode packet containing errors?","","It requests the packet be retransmitted","It terminates the contact","It sends the packet back to the transmitting station","It requests a change in transmitting protocol"
"G8C08","Which of the following statements is true about PSK31?","","Upper case letters use longer Varicode signals and thus slow down transmission","Upper case letters make the signal stronger","Varicode Error Correction is used to ensure accurate message reception","Higher power is needed as compared to RTTY for similar error rates"
"G8C09","What does the number 31 represent in "PSK31"?","","The approximate transmitted symbol rate","The version of the PSK protocol","The year in which PSK31 was invented","The number of characters that can be represented by PSK31"
"G8C10","How does forward error correction (FEC) allow the receiver to correct errors in received data packets?","","By transmitting redundant information with the data","By controlling transmitter output power for optimum signal strength","By using the varicode character set","By using a parity bit with each character"
"G8C11","How are the two separate frequencies of a Frequency Shift Keyed (FSK) signal identified?","","Mark and Space","Dot and Dash","On and Off","High and Low"
"G8C12","Which type of code is used for sending characters in a PSK31 signal?","","Varicode","Viterbi","Volumetric","Binary"
"G9A01","Which of the following factors determine the characteristic impedance of a parallel conductor antenna feed line?","","The distance between the centers of the conductors and the radius of the conductors","The distance between the centers of the conductors and the length of the line","The radius of the conductors and the frequency of the signal","The frequency of the signal and the length of the line"
"G9A02","What are the typical characteristic impedances of coaxial cables used for antenna feed lines at amateur stations?","","50 and 75 ohms","25 and 30 ohms","80 and 100 ohms","500 and 750 ohms"
"G9A03","What is the characteristic impedance of flat ribbon TV type twinlead?","","300 ohms","50 ohms","75 ohms","100 ohms"
"G9A04","What might cause reflected power at the point where a feed line connects to an antenna?","","A difference between feed line impedance and antenna feed point impedance","Operating an antenna at its resonant frequency","Using more transmitter power than the antenna can handle","Feeding the antenna with unbalanced feed line"
"G9A05","How does the attenuation of coaxial cable change as the frequency of the signal it is carrying increases?","","Attenuation increases","Attenuation is independent of frequency","Attenuation decreases","Attenuation reaches a maximum at approximately 18 MHz"
"G9A06","In what units is RF feed line loss usually expressed?","","Decibels per 100 feet","Ohms per 1000 feet","Decibels per 1000 feet","Ohms per 100 feet"
"G9A07","What must be done to prevent standing waves on an antenna feed line?","","The antenna feed point impedance must be matched to the characteristic impedance of the feed line","The antenna feed point must be at DC ground potential","The feed line must be cut to a length equal to an odd number of electrical quarter wavelengths ","The feed line must be cut to a length equal to an even number of physical half wavelengths "
"G9A08","If the SWR on an antenna feed line is 5 to 1, and a matching network at the transmitter end of the feed line is adjusted to 1 to 1 SWR, what is the resulting SWR on the feed line?","","5 to 1","1 to 1","Between 1 to 1 and 5 to 1 depending on the characteristic impedance of the line","Between 1 to 1 and 5 to 1 depending on the reflected power at the transmitter"
"G9A09","What standing wave ratio will result when connecting a 50 ohm feed line to a non-reactive load having 200 ohm impedance?","","4:1","1:4","2:1","1:2"
"G9A10","What standing wave ratio will result when connecting a 50 ohm feed line to a non-reactive load having 10 ohm impedance?","","5:1","2:1","50:1","1:5"
"G9A11","What standing wave ratio will result when connecting a 50 ohm feed line to a non-reactive load having 50 ohm impedance?","","1:1","2:1","50:50","0:0"
"G9A12","What standing wave ratio will result when connecting a 50 ohm feed line to a non-reactive load having 25 ohm impedance?","","2:1","2.5:1","1.25:1","You cannot determine SWR from impedance values"
"G9A13","What standing wave ratio will result when connecting a 50 ohm feed line to an antenna that has a purely resistive 300 ohm feed point impedance?","","6:1","1.5:1","3:1","You cannot determine SWR from impedance values"
"G9A14","What is the interaction between high standing wave ratio (SWR) and transmission line loss?","","If a transmission line is lossy, high SWR will increase the loss ","There is no interaction between transmission line loss and SWR","High SWR makes it difficult to measure transmission line loss","High SWR reduces the relative effect of transmission line loss"
"G9A15","What is the effect of transmission line loss on SWR measured at the input to the line?",""," The higher the transmission line loss, the more the SWR will read artificially low"," The higher the transmission line loss, the more the SWR will read artificially high"," The higher the transmission line loss, the more accurate the SWR measurement will be"," Transmission line loss does not affect the SWR measurement"
"G9B01","What is one disadvantage of a directly fed random-wire HF antenna?","","You may experience RF burns when touching metal objects in your station ","It must be longer than 1 wavelength ","It produces only vertically polarized radiation","It is more effective on the lower HF bands than on the higher bands "
"G9B02","Which of the following is a common way to adjust the feed point impedance of a quarter wave ground plane vertical antenna to be approximately 50 ohms?","","Slope the radials downward","Slope the radials upward","Lengthen the radials","Shorten the radials "
"G9B03","What happens to the feed point impedance of a ground plane antenna when its radials are changed from horizontal to sloping downward?","","It increases","It decreases","It stays the same","It reaches a maximum at an angle of 45 degrees"
"G9B04","What is the radiation pattern of a dipole antenna in free space in the plane of the conductor?","","It is a figure-eight at right angles to the antenna","It is a figure-eight off both ends of the antenna","It is a circle (equal radiation in all directions)","It has a pair of lobes on one side of the antenna and a single lobe on the other side"
"G9B05","How does antenna height affect the horizontal (azimuthal) radiation pattern of a horizontal dipole HF antenna?","","If the antenna is less than 1/2 wavelength high, the azimuthal pattern is almost omnidirectional","If the antenna is too high, the pattern becomes unpredictable","Antenna height has no effect on the pattern","If the antenna is less than 1/2 wavelength high, radiation off the ends of the wire is eliminated"
"G9B06","Where should the radial wires of a ground-mounted vertical antenna system be placed?","","On the surface of the Earth or buried a few inches below the ground","As high as possible above the ground","Parallel to the antenna element","At the center of the antenna"
"G9B07","How does the feed point impedance of a 1/2 wave dipole antenna change as the antenna is lowered below 1/4 wave above ground?","","It steadily decreases","It steadily increases","It peaks at about 1/8 wavelength above ground","It is unaffected by the height above ground"
"G9B08","How does the feed point impedance of a 1/2 wave dipole change as the feed point is moved from the center toward the ends?","","It steadily increases","It steadily decreases","It peaks at about 1/8 wavelength from the end","It is unaffected by the location of the feed point"
"G9B09","Which of the following is an advantage of a horizontally polarized as compared to a vertically polarized HF antenna?","","Lower ground reflection losses ","Lower feed point impedance","Shorter Radials","Lower radiation resistance "
"G9B10","What is the approximate length for a 1/2 wave dipole antenna cut for 14.250 MHz?","","32 feet","8 feet","16 feet","24 feet"
"G9B11","What is the approximate length for a 1/2 wave dipole antenna cut for 3.550 MHz?","","131 feet","42 feet","84 feet","263 feet"
"G9B12","What is the approximate length for a 1/4 wave vertical antenna cut for 28.5 MHz?","","8 feet","11 feet","16 feet","21 feet"
"G9C01","Which of the following would increase the bandwidth of a Yagi antenna?","","Larger diameter elements","Closer element spacing","Loading coils in series with the element","Tapered-diameter elements"
"G9C02","What is the approximate length of the driven element of a Yagi antenna?","","1/2 wavelength","1/4 wavelength","3/4 wavelength","1 wavelength"
"G9C03","Which statement about a three-element, single-band Yagi antenna is true?","","The director is normally the shortest element","The reflector is normally the shortest element","The driven element is the longest element","Low feed point impedance increases bandwidth"
"G9C04","Which statement about a three-element, single-band Yagi antenna is true?","","The reflector is normally the longest element","The director is normally the longest element ","The reflector is normally the shortest element","All of the elements must be the same length"
"G9C05","How does increasing boom length and adding directors affect a Yagi antenna?","","Gain increases","Beamwidth increases","Front to back ratio decreases ","Front to side ratio decreases"
"G9C06","What configuration of the loops of a two-element quad antenna must be used for the antenna to operate as a beam antenna, assuming one of the elements is used as a reflector? ","","The reflector element must be approximately 5 percent longer than the driven element","The driven element must be fed with a balun transformer","There must be an open circuit in the driven element at the point opposite the feed point","The reflector element must be approximately 5 percent shorter than the driven element"
"G9C07","What does "front-to-back ratio" mean in reference to a Yagi antenna?","","The power radiated in the major radiation lobe compared to the power radiated in exactly the opposite direction","The number of directors versus the number of reflectors","The relative position of the driven element with respect to the reflectors and directors","The ratio of forward gain to dipole gain"
"G9C08","What is meant by the "main lobe" of a directive antenna?","","The direction of maximum radiated field strength from the antenna","The magnitude of the maximum vertical angle of radiation","The point of maximum current in a radiating antenna element","The maximum voltage standing wave point on a radiating element"
"G9C09","How does the gain of two 3-element horizontally polarized Yagi antennas spaced vertically 1/2 wavelength apart typically compare to the gain of a single 3-element Yagi?","","Approximately 3 dB higher","Approximately 1.5 dB higher","Approximately 6 dB higher","Approximately 9 dB higher"
"G9C10","Which of the following is a Yagi antenna design variable that could be adjusted to optimize forward gain, front-to-back ratio, or SWR bandwidth? ","","All of these choices are correct","The physical length of the boom","The number of elements on the boom","The spacing of each element along the boom"
"G9C11","What is the purpose of a gamma match used with Yagi antennas?","","To match the relatively low feed point impedance to 50 ohms","To match the relatively high feed point impedance to 50 ohms","To increase the front-to-back ratio","To increase the main lobe gain"
"G9C12","Which of the following is an advantage of using a gamma match for impedance matching of a Yagi antenna to 50 ohm coax feed line?","","It does not require that the elements be insulated from the boom","It does not require any inductors or capacitors","It is useful for matching multiband antennas","All of these choices are correct"
"G9C13","Approximately how long is each side of the driven element of a quad antenna?","","roximately how long is each side of the driven element of a quad antenna?","1/4 wavelength","1/2 wavelength","3/4 wavelength","1 wavelength"
"G9C14","How does the forward gain of a two-element quad antenna compare to the forward gain of a three-element Yagi antenna?","","About the same","About 2/3 as much","About 1.5 times as much","About twice as much "
"G9C15","Approximately how long is each side of the reflector element of a quad antenna?","","Slightly more than 1/4 wavelength","roximately how long is each side of the reflector element of a quad antenna?","Slightly less than 1/4 wavelength","Slightly less than 1/2 wavelength","Slightly more than 1/2 wavelength"
"G9C16","How does the gain of a two-element delta-loop beam compare to the gain of a two-element quad antenna?","","About the same","3 dB higher","3 dB lower","2.54 dB higher"
"G9C17","Approximately how long is each leg of a symmetrical delta-loop antenna?","","1/3 wavelength","roximately how long is each leg of a symmetrical delta-loop antenna?","1/4 wavelength","1/2 wavelength","2/3 wavelength"
"G9C18","What happens when the feed point of a quad antenna of any shape is moved from the midpoint of the top or bottom to the midpoint of either side?","","The polarization of the radiated signal changes from horizontal to vertical","The polarization of the radiated signal changes from vertical to horizontal","There is no change in polarization","The radiated signal becomes circularly polarized"
"G9C19","How does antenna gain stated in dBi compare to gain stated in dBd for the same antenna?","","dBi gain figures are 2.15 dB higher than dBd gain figures","dBi gain figures are 2.15 dB lower then dBd gain figures","dBi gain figures are the same as the square root of dBd gain figures multiplied by 2.15","dBi gain figures are the reciprocal of dBd gain figures + 2.15 dB"
"G9C20","What is meant by the terms dBi and dBd when referring to antenna gain?","","dBi refers to an isotropic antenna, dBd refers to a dipole antenna","dBi refers to an ionospheric reflecting antenna, dBd refers to a dissipative antenna","dBi refers to an inverted-vee antenna, dBd refers to a downward reflecting antenna","dBi refers to an isometric antenna, dBd refers to a discone antenna "
"G9D01","What does the term NVIS mean as related to antennas?","","Near Vertical Incidence sky-wave","Nearly Vertical Inductance System","Non-Varying Indicated SWR","Non-Varying Impedance Smoothing"
"G9D02","Which of the following is an advantage of an NVIS antenna?","","High vertical angle radiation for working stations within a radius of a few hundred kilometers","Low vertical angle radiation for working stations out to ranges of several thousand kilometers","High forward gain","All of these choices are correct "
"G9D03","At what height above ground is an NVIS antenna typically installed?","","Between 1/10 and 1/4 wavelength","what height above ground is an NVIS antenna typically installed?","As close to 1/2 wavelength as possible","As close to one wavelength as possible","Height is not critical as long as it is significantly more than 1/2 wavelength"
"G9D04","What is the primary purpose of antenna traps?","","To permit multiband operation","To notch spurious frequencies","To provide balanced feed point impedance","To prevent out of band operation"
"G9D05","What is an advantage of vertical stacking of horizontally polarized Yagi antennas?","","It narrows the main lobe in elevation","It allows quick selection of vertical or horizontal polarization","It allows simultaneous vertical and horizontal polarization","It narrows the main lobe in azimuth"
"G9D06","Which of the following is an advantage of a log periodic antenna?","","Wide bandwidth","Higher gain per element than a Yagi antenna","Harmonic suppression","Polarization diversity"
"G9D07","Which of the following describes a log periodic antenna?","","Length and spacing of the elements increase logarithmically from one end of the boom to the other","Impedance varies periodically as a function of frequency","Gain varies logarithmically as a function of frequency","SWR varies periodically as a function of boom length"
"G9D08","Why is a Beverage antenna not used for transmitting?","","It has high losses compared to other types of antennas","Its impedance is too low for effective matching","It has poor directivity","All of these choices are correct"
"G9D09","Which of the following is an application for a Beverage antenna?","","Directional receiving for low HF bands","Directional transmitting for low HF bands","Portable direction finding at higher HF frequencies","Portable direction finding at lower HF frequencies"
"G9D10","Which of the following describes a Beverage antenna?","","A very long and low directional receiving antenna","A vertical antenna","A broad-band mobile antenna ","A helical antenna for space reception"
"G9D11","Which of the following is a disadvantage of multiband antennas?","","They have poor harmonic rejection","They present low impedance on all design frequencies","They must be used with an antenna tuner","They must be fed with open wire line"
"G0A01","What is one way that RF energy can affect human body tissue?","","It heats body tissue","It causes radiation poisoning","It causes the blood count to reach a dangerously low level","It cools body tissue"
"G0A02","Which of the following properties is important in estimating whether an RF signal exceeds the maximum permissible exposure (MPE)?","","All of these choices are correct","Its duty cycle","Its frequency","Its power density"
"G0A03","How can you determine that your station complies with FCC RF exposure regulations?","","All of these choices are correct","By calculation based on FCC OET Bulletin 65","By calculation based on computer modeling","By measurement of field strength using calibrated equipment"
"G0A04","What does "time averaging" mean in reference to RF radiation exposure?","","The total RF exposure averaged over a certain time","The average amount of power developed by the transmitter over a specific 24 hour period ","The average time it takes RF radiation to have any long-term effect on the body ","The total time of the exposure"
"G0A05","What must you do if an evaluation of your station shows RF energy radiated from your station exceeds permissible limits?","","Take action to prevent human exposure to the excessive RF fields","File an Environmental Impact Statement (EIS-97) with the FCC","Secure written permission from your neighbors to operate above the controlled MPE limits","All of these choices are correct"
"G0A06","What precaution should be taken when installing a ground-mounted antenna?","","It should be installed such that it is protected against unauthorized access","It should not be installed higher than you can reach","It should not be installed in a wet area","It should limited to 10 feet in height"
"G0A07","What effect does transmitter duty cycle have when evaluating RF exposure? ","","A lower transmitter duty cycle permits greater short-term exposure levels","A higher transmitter duty cycle permits greater short-term exposure levels","Low duty cycle transmitters are exempt from RF exposure evaluation requirements","High duty cycle transmitters are exempt from RF exposure requirements "
"G0A08","Which of the following steps must an amateur operator take to ensure compliance with RF safety regulations when transmitter power exceeds levels specified in FCC Part 97.13?","","Perform a routine RF exposure evaluation","Post a copy of FCC Part 97.13 in the station","Post a copy of OET Bulletin 65 in the station","All of these choices are correct"
"G0A09","What type of instrument can be used to accurately measure an RF field?","","A calibrated field strength meter with a calibrated antenna","A receiver with an S meter","An SWR meter with a peak-reading function ","An oscilloscope with a high-stability crystal marker generator"
"G0A10","What is one thing that can be done if evaluation shows that a neighbor might receive more than the allowable limit of RF exposure from the main lobe of a directional antenna?","","Take precautions to ensure that the antenna cannot be pointed in their direction","Change to a non-polarized antenna with higher gain ","Post a warning sign that is clearly visible to the neighbor ","Use an antenna with a higher front-to-back ratio"
"G0A11","What precaution should you take if you install an indoor transmitting antenna?","","Make sure that MPE limits are not exceeded in occupied areas","Locate the antenna close to your operating position to minimize feed line radiation","Position the antenna along the edge of a wall to reduce parasitic radiation","Make sure the antenna is properly shielded"
"G0A12","What precaution should you take whenever you make adjustments or repairs to an antenna?","","Turn off the transmitter and disconnect the feed line","Ensure that you and the antenna structure are grounded","Wear a radiation badge","All of these choices are correct"
"G0B01","Which wire or wires in a four-conductor connection should be attached to fuses or circuit breakers in a device operated from a 240 VAC single phase source?","","Only the two wires carrying voltage ","Only the neutral wire","Only the ground wire","All wires"
"G0B02","What is the minimum wire size that may be safely used for a circuit that draws up to 20 amperes of continuous current?","","AWG number 12","AWG number 20","AWG number 16","AWG number 8"
"G0B03","Which size of fuse or circuit breaker would be appropriate to use with a circuit that uses AWG number 14 wiring? ","","15 amperes","100 amperes","60 amperes","30 amperes"
"G0B04","Which of the following is a primary reason for not placing a gasoline-fueled generator inside an occupied area?","","Danger of carbon monoxide poisoning","Danger of engine over torque","Lack of oxygen for adequate combustion","Lack of nitrogen for adequate combustion"
"G0B05","Which of the following conditions will cause a Ground Fault Circuit Interrupter (GFCI) to disconnect the 120 or 240 Volt AC line power to a device?","","Current flowing from one or more of the voltage-carrying wires directly to ground","Current flowing from one or more of the voltage-carrying wires to the neutral wire","Overvoltage on the voltage-carrying wires","All of these choices are correct"
"G0B06","Why must the metal enclosure of every item of station equipment be grounded?","","It ensures that hazardous voltages cannot appear on the chassis","It prevents a blown fuse in the event of an internal short circuit","It prevents signal overload","It ensures that the neutral wire is grounded"
"G0B07","Which of these choices should be observed when climbing a tower using a safety belt or harness?","","Confirm that the belt is rated for the weight of the climber and that it is within its allowable service life","Never lean back and rely on the belt alone to support your weight","Ensure that all heavy tools are securely fastened to the belt D-ring","All of these choices are correct"
"G0B08","What should be done by any person preparing to climb a tower that supports electrically powered devices?","","Make sure all circuits that supply power to the tower are locked out and tagged","Notify the electric company that a person will be working on the tower","Unground the base of the tower","All of these choices are correct"
"G0B09","Why should soldered joints not be used with the wires that connect the base of a tower to a system of ground rods?","","A soldered joint will likely be destroyed by the heat of a lightning strike","The resistance of solder is too high","Solder flux will prevent a low conductivity connection","Solder has too high a dielectric constant to provide adequate lightning protection"
